,,,,,,,,,,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017697,"2,184,012.00",05 Apr  2013,,,
,18000066,EAST THAMES GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017813,"2,089,285.00",05 Apr  2013,,,
,18000023,OCTAVIA HOUSING AND CARE,544076,HSG Grants to Registered Providers,1900017609,"2,030,000.00",02 Apr  2013,,,
,18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017617,"1,920,062.00",02 Apr  2013,,,
,18000006,WEST LONDON YMCA,544076,HSG Grants to Registered Providers,1900017757,"1,912,500.00",05 Apr  2013,,,
,18000023,OCTAVIA HOUSING AND CARE,544076,HSG Grants to Registered Providers,1900017610,"1,787,500.00",02 Apr  2013,,,
,18000066,EAST THAMES GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017682,"1,738,415.00",05 Apr  2013,,,
,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017796,"1,635,985.00",05 Apr  2013,,,
,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017882,"1,560,000.00",08 Apr  2013,,,
,18000032,SWAN HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017790,"1,461,752.00",05 Apr  2013,,,
,18000042,FAMILY MOSAIC HOUSING ASSOCIATION,544076,HSG Grants to Registered Providers,1900017794,"1,405,480.00",05 Apr  2013,,,
,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017667,"1,379,460.00",05 Apr  2013,,,
,18000023,OCTAVIA HOUSING AND CARE,544076,HSG Grants to Registered Providers,1900017608,"1,379,114.00",02 Apr  2013,,,
,18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017629,"1,373,750.00",02 Apr  2013,,,
,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017798,"1,362,500.00",05 Apr  2013,,,
,18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017723,"1,337,502.00",05 Apr  2013,,,
,18000063,CIRCLE ANGLIA LIMITED,544076,HSG Grants to Registered Providers,1900017890,"1,332,739.00",08 Apr  2013,,,
,18000013,SANCTUARY HOUSING ASSOCIATION,544076,HSG Grants to Registered Providers,1900017851,"1,311,516.00",08 Apr  2013,,,
,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017878,"1,302,086.00",08 Apr  2013,,,
,18000008,NEWLON HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017646,"1,291,875.00",05 Apr  2013,,,
,18000032,SWAN HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017791,"1,274,465.00",05 Apr  2013,,,
,18000117,HOUSING 21,544076,HSG Grants to Registered Providers,1900017684,"1,256,220.00",05 Apr  2013,,,
,18000064,AFFINITY HOMES GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017635,"1,215,000.00",02 Apr  2013,,,
,18000124,AMICUSHORIZON LIMITED,544076,HSG Grants to Registered Providers,1900017643,"1,193,363.00",02 Apr  2013,,,
,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017880,"1,189,837.00",08 Apr  2013,,,
,18000019,ISLINGTON AND SHOREDITCH HA LTD,544076,HSG Grants to Registered Providers,1900017768,"1,185,800.00",05 Apr  2013,,,
,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017873,"1,144,211.00",08 Apr  2013,,,
,18000009,PEABODY TRUST,544076,HSG Grants to Registered Providers,1900017652,"1,130,016.00",05 Apr  2013,,,
,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017799,"1,127,500.00",05 Apr  2013,,,
,18000097,LONDON BOROUGH OF EALING,544077,HSG Grants to Local Authorities,1900017638,"1,121,643.00",02 Apr  2013,,,
,18000042,FAMILY MOSAIC HOUSING ASSOCIATION,544076,HSG Grants to Registered Providers,1900017793,"1,060,000.00",05 Apr  2013,,,
,18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017626,"1,015,761.00",02 Apr  2013,,,
,18000063,CIRCLE ANGLIA LIMITED,544076,HSG Grants to Registered Providers,1900017892,"1,006,354.00",08 Apr  2013,,,
,18000011,HANOVER HOUSING ASSOCIATION,544076,HSG Grants to Registered Providers,1900017603,"1,001,405.00",02 Apr  2013,,,
,18000019,ISLINGTON AND SHOREDITCH HA LTD,544076,HSG Grants to Registered Providers,1900017766,"999,500.00",05 Apr  2013,,,
,18000009,PEABODY TRUST,544076,HSG Grants to Registered Providers,1900017760,"994,605.00",05 Apr  2013,,,
,18000008,NEWLON HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017599,"976,000.00",02 Apr  2013,,,
,18000097,LONDON BOROUGH OF EALING,544077,HSG Grants to Local Authorities,1900017637,"945,699.00",02 Apr  2013,,,
,18000066,EAST THAMES GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017680,"930,376.00",05 Apr  2013,,,
,18000047,PADDINGTON CHURCHES HA LTD,544076,HSG Grants to Registered Providers,1900017800,"928,605.00",05 Apr  2013,,,
,18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG Grants to Registered Providers,1900017781,"926,532.00",05 Apr  2013,,,
,18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017619,"918,741.00",02 Apr  2013,,,
,18000019,ISLINGTON AND SHOREDITCH HA LTD,544076,HSG Grants to Registered Providers,1900017859,"915,354.00",08 Apr  2013,,,
,18000066,EAST THAMES GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017806,"886,875.00",05 Apr  2013,,,
,18000119,CATALYST COMMUNITIES HOUSING,544076,HSG Grants to Registered Providers,1900017914,"870,615.00",08 Apr  2013,,,
,18000019,ISLINGTON AND SHOREDITCH HA LTD,544076,HSG Grants to Registered Providers,1900017767,"852,944.00",05 Apr  2013,,,
,18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017734,"846,288.00",05 Apr  2013,,,
,18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017724,"832,500.00",05 Apr  2013,,,
,18000031,ORBIT HOUSING GROUP LTD,544076,HSG Grants to Registered Providers,1900017662,"816,285.00",05 Apr  2013,,,
,18000027,HOME GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017864,"803,032.00",08 Apr  2013,,,
,18000017,LHA-ASRA GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017857,"798,508.00",08 Apr  2013,,,
,15050016,EVERSHEDS CLIENT ACCOUNT,542420,Claim Settlements,1900017746,"797,400.00",05 Apr  2013,,,
,18000063,CIRCLE ANGLIA LIMITED,544076,HSG Grants to Registered Providers,1900017679,"788,764.00",05 Apr  2013,,,
,18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017727,"781,088.00",05 Apr  2013,,,
,18000023,OCTAVIA HOUSING AND CARE,544076,HSG Grants to Registered Providers,1900017611,"780,000.00",02 Apr  2013,,,
,18000027,HOME GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017788,"775,341.00",05 Apr  2013,,,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017761,"774,799.00",05 Apr  2013,,,
,18000023,OCTAVIA HOUSING AND CARE,544076,HSG Grants to Registered Providers,1900017659,"767,831.00",05 Apr  2013,,,
,18000063,CIRCLE ANGLIA LIMITED,544076,HSG Grants to Registered Providers,1900017891,"761,565.00",08 Apr  2013,,,
,18000053,A2 DOMINION LONDON LTD,544076,HSG Grants to Registered Providers,1900017741,"761,250.00",05 Apr  2013,,,
,18000066,EAST THAMES GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017811,"739,479.00",05 Apr  2013,,,
,18000016,MOAT HOUSING SOCIETY LIMITED,544076,HSG Grants to Registered Providers,1900017855,"735,000.00",08 Apr  2013,,,
,18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017731,"728,748.00",05 Apr  2013,,,
,18000038,GALLIONS HOUSING ASSOCIATION LTD,544076,HSG Grants to Registered Providers,1900017614,"708,750.00",02 Apr  2013,,,
,18000063,CIRCLE ANGLIA LIMITED,544076,HSG Grants to Registered Providers,1900017889,"707,168.00",08 Apr  2013,,,
,18000066,EAST THAMES GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017895,"661,601.00",08 Apr  2013,,,
,18000017,LHA-ASRA GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017858,"660,834.00",08 Apr  2013,,,
,18000009,PEABODY TRUST,544076,HSG Grants to Registered Providers,1900017653,"643,680.00",05 Apr  2013,,,
,18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017725,"638,819.00",05 Apr  2013,,,
,18000062,SOUTHERN HOUSING GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017883,"630,000.00",08 Apr  2013,,,
,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017875,"628,593.00",08 Apr  2013,,,
,18000066,EAST THAMES GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017894,"601,455.00",08 Apr  2013,,,
,18000059,AGUDAS ISRAEL HOUSING ASSOCIATION L,544076,HSG Grants to Registered Providers,1900017675,"600,469.00",05 Apr  2013,,,
,18000063,CIRCLE ANGLIA LIMITED,544076,HSG Grants to Registered Providers,1900017632,"598,373.00",02 Apr  2013,,,
,18000047,PADDINGTON CHURCHES HA LTD,544076,HSG Grants to Registered Providers,1900017668,"567,576.00",05 Apr  2013,,,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017699,"559,125.00",05 Apr  2013,,,
,18000027,HOME GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017862,"557,258.00",08 Apr  2013,,,
,18000066,EAST THAMES GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017814,"543,182.00",05 Apr  2013,,,
,18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017618,"534,300.00",02 Apr  2013,,,
,18000008,NEWLON HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017648,"533,213.00",05 Apr  2013,,,
,18000015,WANDLE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017703,"529,069.00",05 Apr  2013,,,
,18000059,AGUDAS ISRAEL HOUSING ASSOCIATION L,544076,HSG Grants to Registered Providers,1900017674,"526,500.00",05 Apr  2013,,,
,10016524,TRANSPORT FOR LONDON,542300,Legal Fees,5107819575,"525,000.00",16 Apr  2013,,,
,18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017623,"517,860.00",02 Apr  2013,,,
,18000124,AMICUSHORIZON LIMITED,544076,HSG Grants to Registered Providers,1900017644,"501,212.00",02 Apr  2013,,,
,18000015,WANDLE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017762,"498,836.00",05 Apr  2013,,,
,18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017802,"493,668.00",05 Apr  2013,,,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017600,"492,563.00",02 Apr  2013,,,
,18000063,CIRCLE ANGLIA LIMITED,544076,HSG Grants to Registered Providers,1900017744,"489,578.00",05 Apr  2013,,,
,10022975,POPLAR HARCA,544075,Grants to External Organisations,5107839637,"482,500.00",24 Apr  2013,,,
,18000013,SANCTUARY HOUSING ASSOCIATION,544076,HSG Grants to Registered Providers,1900017700,"480,000.00",05 Apr  2013,,,
,18000019,ISLINGTON AND SHOREDITCH HA LTD,544076,HSG Grants to Registered Providers,1900017763,"478,481.00",05 Apr  2013,,,
,18000098,L B SOUTHWARK,544077,HSG Grants to Local Authorities,1900017639,"473,416.00",02 Apr  2013,,,
,18000008,NEWLON HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017649,"469,227.00",05 Apr  2013,,,
,13002583,OSBORNE ENERGY LTD,550010,Contracted Services Buildings,5107835102,"467,677.80",03 Apr  2013,,,
,10015508,WASTE & RESOURCES ACTION PROGRAMME,544075,Grants to External Organisations,5107846670,"457,339.28",25 Apr  2013,,,
,10022324,CLIMATE ENERGY SERVICES LTD,550010,Contracted Services Buildings,5107849051,"417,099.89",17 Apr  2013,,,
,18000023,OCTAVIA HOUSING AND CARE,544076,HSG Grants to Registered Providers,1900017719,"416,244.00",05 Apr  2013,,,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017602,"412,688.00",02 Apr  2013,,,
,18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG Grants to Registered Providers,1900017786,"411,792.00",05 Apr  2013,,,
,18000038,GALLIONS HOUSING ASSOCIATION LTD,544076,HSG Grants to Registered Providers,1900017615,"400,000.00",02 Apr  2013,,,
,18000050,ONE HOUSING GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017803,"396,396.00",05 Apr  2013,,,
,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017624,"380,983.00",02 Apr  2013,,,
,18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017733,"376,128.00",05 Apr  2013,,,
,18000015,WANDLE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017704,"365,492.00",05 Apr  2013,,,
,18000008,NEWLON HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017597,"362,500.00",02 Apr  2013,,,
,18000066,EAST THAMES GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017810,"360,873.00",05 Apr  2013,,,
,18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG Grants to Registered Providers,1900017771,"360,318.00",05 Apr  2013,,,
,18000008,NEWLON HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017598,"336,000.00",02 Apr  2013,,,
,18000017,LHA-ASRA GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017604,"332,500.00",02 Apr  2013,,,
,18000047,PADDINGTON CHURCHES HA LTD,544076,HSG Grants to Registered Providers,1900017730,"331,086.00",05 Apr  2013,,,
,18000013,SANCTUARY HOUSING ASSOCIATION,544076,HSG Grants to Registered Providers,1900017658,"327,879.00",05 Apr  2013,,,
,18000066,EAST THAMES GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017893,"309,375.00",08 Apr  2013,,,
,18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG Grants to Registered Providers,1900017784,"308,844.00",05 Apr  2013,,,
,10017681,FORESTRY COMMISSION,544075,Grants to External Organisations,5107826630,"300,000.00",17 Apr  2013,,,
,18000047,PADDINGTON CHURCHES HA LTD,544076,HSG Grants to Registered Providers,1900017801,"298,392.00",05 Apr  2013,,,
,18000063,CIRCLE ANGLIA LIMITED,544076,HSG Grants to Registered Providers,1900017885,"298,306.00",08 Apr  2013,,,
,10006059,L B OF HARINGEY,544075,Grants to External Organisations,5107836203,"294,000.00",05 Apr  2013,,,
,18000071,BELLWAY PLC,544078,HSG Grants to Non-Registered Providers,1900017816,"294,000.00",05 Apr  2013,,,
,18000019,ISLINGTON AND SHOREDITCH HA LTD,544076,HSG Grants to Registered Providers,1900017764,"292,500.00",05 Apr  2013,,,
,10016524,TRANSPORT FOR LONDON,542320,Shared Services Fees,5107824816,"288,672.00",16 Apr  2013,,,
,18000015,WANDLE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017853,"287,209.00",08 Apr  2013,,,
,18000013,SANCTUARY HOUSING ASSOCIATION,544076,HSG Grants to Registered Providers,1900017852,"286,696.00",08 Apr  2013,,,
,18000009,PEABODY TRUST,544076,HSG Grants to Registered Providers,1900017651,"286,050.00",05 Apr  2013,,,
,18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017735,"282,096.00",05 Apr  2013,,,
,18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017738,"282,096.00",05 Apr  2013,,,
,18000009,PEABODY TRUST,544076,HSG Grants to Registered Providers,1900017650,"278,899.00",05 Apr  2013,,,
,15500077,LONDON BOROUGH OF BARKING,544075,Grants to External Organisations,5107845699,"276,205.78",15 Apr  2013,,,
,10020632,ST MUNGOS,542800,Hsg-Rough Sleeping,5107821406,"276,000.00",10 Apr  2013,,,
,18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017627,"270,000.00",02 Apr  2013,,,
,18000063,CIRCLE ANGLIA LIMITED,544076,HSG Grants to Registered Providers,1900017633,"263,315.00",02 Apr  2013,,,
,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017876,"262,500.00",08 Apr  2013,,,
,18000047,PADDINGTON CHURCHES HA LTD,544076,HSG Grants to Registered Providers,1900017625,"261,773.00",02 Apr  2013,,,
,18000027,HOME GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017863,"258,447.00",08 Apr  2013,,,
,18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017620,"256,875.00",02 Apr  2013,,,
,18000013,SANCTUARY HOUSING ASSOCIATION,544076,HSG Grants to Registered Providers,1900017701,"252,000.00",05 Apr  2013,,,
,10006216,LONDON BOROUGH OF SOUTHWARK,544075,Grants to External Organisations,5107835153,"250,000.00",12 Apr  2013,,,
,18000063,CIRCLE ANGLIA LIMITED,544076,HSG Grants to Registered Providers,1900017678,"247,357.00",05 Apr  2013,,,
,18000027,HOME GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017789,"241,478.00",05 Apr  2013,,,
,18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017671,"236,250.00",05 Apr  2013,,,
,18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017737,"231,792.00",05 Apr  2013,,,
,18000023,OCTAVIA HOUSING AND CARE,544076,HSG Grants to Registered Providers,1900017718,"217,834.00",05 Apr  2013,,,
,18000063,CIRCLE ANGLIA LIMITED,544076,HSG Grants to Registered Providers,1900017634,"217,590.00",02 Apr  2013,,,
,18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017866,"215,334.00",08 Apr  2013,,,
,18000032,SWAN HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017792,"213,517.00",05 Apr  2013,,,
,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017877,"210,000.00",08 Apr  2013,,,
,18000124,AMICUSHORIZON LIMITED,544076,HSG Grants to Registered Providers,1900017642,"210,000.00",02 Apr  2013,,,
,18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG Grants to Registered Providers,1900017710,"205,896.00",05 Apr  2013,,,
,18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG Grants to Registered Providers,1900017785,"205,896.00",05 Apr  2013,,,
,18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017732,"202,818.00",05 Apr  2013,,,
,10006450,LONDON BOROUGH OF LAMBETH,544075,Grants to External Organisations,5107831584,"200,000.00",17 Apr  2013,,,
,18000042,FAMILY MOSAIC HOUSING ASSOCIATION,544076,HSG Grants to Registered Providers,1900017665,"200,000.00",05 Apr  2013,,,
,10003476,NACRO,544075,Grants to External Organisations,1900017481,"198,031.00",09 Apr  2013,,,
,18000011,HANOVER HOUSING ASSOCIATION,544076,HSG Grants to Registered Providers,1900017849,"195,396.00",08 Apr  2013,,,
,18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017736,"188,331.00",05 Apr  2013,,,
,18000024,METROPOLITAN HOUSING TRUST LIMITED,544076,HSG Grants to Registered Providers,1900017613,"186,396.00",02 Apr  2013,,,
,18000019,ISLINGTON AND SHOREDITCH HA LTD,544076,HSG Grants to Registered Providers,1900017706,"186,000.00",05 Apr  2013,,,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017698,"183,054.00",05 Apr  2013,,,
,18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG Grants to Registered Providers,1900017713,"180,159.00",05 Apr  2013,,,
,10021972,ROOFF LIMITED,550010,Contracted Services Buildings,5107838653,"173,311.00",03 Apr  2013,,,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017601,"173,063.00",02 Apr  2013,,,
,18000047,PADDINGTON CHURCHES HA LTD,544076,HSG Grants to Registered Providers,1900017669,"165,543.00",05 Apr  2013,,,
,18000063,CIRCLE ANGLIA LIMITED,544076,HSG Grants to Registered Providers,1900017805,"163,192.00",05 Apr  2013,,,
,18000121,ELDON HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017915,"161,250.00",08 Apr  2013,,,
,18000063,CIRCLE ANGLIA LIMITED,544076,HSG Grants to Registered Providers,1900017886,"160,067.00",08 Apr  2013,,,
,18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017726,"158,589.00",05 Apr  2013,,,
,18000024,METROPOLITAN HOUSING TRUST LIMITED,544076,HSG Grants to Registered Providers,1900017660,"157,890.00",05 Apr  2013,,,
,18000043,PARAGON COMMUNITY HOUSING GROUP LTD,544076,HSG Grants to Registered Providers,1900017868,"157,748.00",08 Apr  2013,,,
,18000023,OCTAVIA HOUSING AND CARE,544076,HSG Grants to Registered Providers,1900017612,"156,092.00",02 Apr  2013,,,
,18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG Grants to Registered Providers,1900017780,"154,422.00",05 Apr  2013,,,
,10022324,CLIMATE ENERGY SERVICES LTD,550010,Contracted Services Buildings,5107849456,"150,915.40",17 Apr  2013,,,
,18000019,ISLINGTON AND SHOREDITCH HA LTD,544076,HSG Grants to Registered Providers,1900017765,"149,544.00",05 Apr  2013,,,
,18000031,ORBIT HOUSING GROUP LTD,544076,HSG Grants to Registered Providers,1900017663,"149,052.00",05 Apr  2013,,,
,10002550,CITY OF WESTMINSTER,544075,Grants to External Organisations,5107831475,"135,324.00",22 Apr  2013,,,
,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017872,"135,000.00",08 Apr  2013,,,
,10021790,LONDON AND QUADRANT HOUSING TRUST,542355,Other Professional Fees,5107837425,"132,400.35",17 Apr  2013,,,
,10022324,CLIMATE ENERGY SERVICES LTD,550010,Contracted Services Buildings,5107849457,"130,728.00",18 Apr  2013,,,
,10006059,L B OF HARINGEY,544075,Grants to External Organisations,5107848868,"129,786.00",17 Apr  2013,,,
,18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG Grants to Registered Providers,1900017783,"128,685.00",05 Apr  2013,,,
,10022324,CLIMATE ENERGY SERVICES LTD,550010,Contracted Services Buildings,5107849479,"121,584.32",18 Apr  2013,,,
,10020632,ST MUNGOS,544075,Grants to External Organisations,5107814200,"120,000.00",02 Apr  2013,,,
,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017879,"120,000.00",08 Apr  2013,,,
,18000063,CIRCLE ANGLIA LIMITED,544076,HSG Grants to Registered Providers,1900017888,"119,689.00",08 Apr  2013,,,
,10017690,MEDIAEDGE:CIA UK LTD,540600,Marketing & Economic Research,5107839429,"116,926.05",03 Apr  2013,,,
,10018793,FOOTBALL FOUNDATION,544075,Grants to External Organisations,5107835218,"116,897.00",02 Apr  2013,,,
,15500130,LONDON BOROUGH OF LEWISHAM,544075,Grants to External Organisations,5107850233,"116,381.44",19 Apr  2013,,,
,18000024,METROPOLITAN HOUSING TRUST LIMITED,544076,HSG Grants to Registered Providers,1900017720,"115,298.00",05 Apr  2013,,,
,18000009,PEABODY TRUST,544076,HSG Grants to Registered Providers,1900017758,"114,432.00",05 Apr  2013,,,
,18000047,PADDINGTON CHURCHES HA LTD,544076,HSG Grants to Registered Providers,1900017670,"110,214.00",05 Apr  2013,,,
,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017729,"109,075.00",05 Apr  2013,,,
